full_name,age,league,season,position,Current Club,nationality,file_name,player_year_key,minutes_played_overall,appearances_overall,penalty_goals,penalty_misses,clean_sheets_overall,goals_involved_per_90_overall,assists_per_90_overall,goals_per_90_overall,goals_per_90_away,conceded_per_90_overall,cards_per_90_overall,passes_per_90_overall,passes_completed_per_90_overall,tackles_per_90_overall,shots_per_90_overall,shots_on_target_per_90_overall,shots_off_target_per_90_overall,interceptions_per_90_overall,key_passes_per_90_overall,dribbles_per_90_overall,dribbles_successful_per_90_overall,saves_per_90_overall,shots_faced_per_90_overall,dribbled_past_per_90_overall,blocks_per_90_overall,clearances_per_90_overall,hit_woodwork_per_90_overall,punches_per_90_overall,offsides_per_90_overall,xa_per_90_overall,npxg_per_90_overall,fouls_drawn_per_90_overall,fouls_committed_per_90_overall,xg_per_90_overall,aerial_duels_won_per_90_overall,duels_per_90_overall,duels_won_per_90_overall,dispossesed_per_90_overall,accurate_crosses_per_90_overall,rank_in_league_top_attackers,rank_in_league_top_midfielders,rank_in_league_top_defenders,rank_in_club_top_scorer,average_rating_overall,crosses_per_game_overall,dispossesed_per_game_overall,saves_per_game_overall,shots_per_goal_scored_overall,shots_off_target_per_game_overall,dribbles_successful_percentage_overall,save_percentage_overall,pass_completion_rate_overall,shot_accuraccy_percentage_overall,inside_box_saves_total_overall,penalties_won_total_overall,shot_conversion_rate_overall,duels_won_per_game_overall,duels_won_percentage_overall,cross_completion_rate_overall,hattricks_total_overall,two_goals_in_a_game_total_overall,three_goals_in_a_game_total_overall,annual_salary_eur,market_value_in_eur
David Okereke,26,Serie A,2022/2023,Forward,Cremonese,Nigeria,italy-serie-a-players-2022-to-2023-stats.csv,david-okereke-2022/2023,2272.0,33.0,1.0,0.0,6.0,0.28,0.0,0.28,0.39,1.51,0.16,18.61,13.54,0.48,1.82,0.83,0.99,0.32,0.83,2.81,1.43,0.0,0.0,0.44,0.12,0.48,0.0,0.0,0.36,0.06,0.2,1.27,0.83,0.23,1.9,12.31,5.07,1.31,0.24,52.0,360.0,-1.0,2.0,6.83,0.7,1.0,0.0,6.57,0.76,50.7,0.0,72.77,45.65,0.0,3.0,15.22,3.88,41.16,26.09,0.0,0.0,0.0,1136200.0,3300000.0
David Raum,25,Bundesliga,2021/2022,Midfielder,Hoffenheim,Germany,germany-bundesliga-players-2021-to-2022-stats.csv,david-raum-2021/2022,2761.0,32.0,0.0,0.0,7.0,0.46,0.36,0.1,0.07,1.76,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,177.0,16.0,-1.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22250000.0
David Raum,25,Bundesliga,2022/2023,Midfielder,RB Leipzig,Germany,germany-bundesliga-players-2022-to-2023-stats.csv,david-raum-2022/2023,1686.0,27.0,0.0,0.0,9.0,0.11,0.11,0.0,0.0,1.12,0.27,45.63,36.5,2.17,0.57,0.34,0.23,0.86,2.0,1.65,0.4,0.0,0.0,0.51,0.34,1.14,0.0,0.0,0.11,0.23,0.02,0.8,1.14,0.02,0.8,8.1,4.16,0.46,1.88,347.0,138.0,-1.0,22.0,6.7,4.96,0.3,0.0,0.0,0.15,24.14,0.0,80.0,60.0,0.0,0.0,0.0,2.7,51.41,24.63,0.0,0.0,0.0,3827200.0,17000000.0
David Raya,28,Premier League,2021/2022,Goalkeeper,Brentford,Spain,england-premier-league-players-2021-to-2022-stats.csv,david-raya-2021/2022,2160.0,24.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,1.0,0.04,39.92,25.75,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.0,3.29,4.42,0.0,0.0,0.71,0.0,0.29,0.0,0.05,0.0,0.08,0.04,0.0,0.42,0.58,0.46,0.0,0.0,310.0,316.0,49.0,29.0,7.05,0.0,0.0,3.29,0.0,0.0,0.0,74.53,64.51,0.0,43.0,0.0,0.0,0.46,78.57,0.0,0.0,0.0,0.0,0.0,22000000.0
David Raya,28,Premier League,2022/2023,Goalkeeper,Brentford,Spain,england-premier-league-players-2022-to-2023-stats.csv,david-raya-2022/2023,3420.0,38.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,1.08,0.03,38.05,23.08,0.0,0.03,0.0,0.03,0.03,0.05,0.03,0.03,4.0,5.19,0.05,0.0,0.54,0.0,0.27,0.0,0.04,0.0,0.14,0.0,0.0,0.32,0.57,0.46,0.0,0.0,397.0,384.0,40.0,17.0,7.17,0.0,0.0,4.0,0.0,0.03,100.0,77.08,60.65,0.0,87.0,0.0,0.0,0.46,80.95,0.0,0.0,0.0,0.0,1492707.0,30500000.0
David Sambissa,26,Eredivisie,2021/2022,Midfielder,Cambuur,France,netherlands-eredivisie-players-2021-to-2022-stats.csv,david-sambissa-2021/2022,827.0,22.0,0.0,0.0,3.0,0.44,0.11,0.33,0.0,1.41,0.11,28.98,21.11,2.3,0.77,0.55,0.22,1.31,0.87,5.36,2.08,0.0,0.0,1.64,0.33,1.09,0.0,0.0,0.0,0.14,0.22,1.97,0.87,0.22,1.53,16.29,7.87,0.98,0.55,46.0,124.0,-1.0,6.0,6.29,1.0,0.41,0.0,2.33,0.09,38.78,0.0,72.83,71.43,0.0,0.0,42.86,3.27,48.32,22.73,0.0,1.0,0.0,0.0,366666.6666666667
David Sambissa,28,Eredivisie,2022/2023,Midfielder,Cambuur,France,netherlands-eredivisie-players-2022-to-2023-stats.csv,david-sambissa-2022/2023,491.0,18.0,0.0,0.0,5.0,0.37,0.18,0.18,0.0,1.47,0.0,26.34,17.56,3.11,1.28,0.73,0.55,1.28,2.74,5.49,1.1,0.0,0.0,1.83,0.18,1.28,0.0,0.0,0.37,0.25,0.16,1.46,0.91,0.16,1.1,17.01,6.77,1.46,1.83,99.0,74.0,-1.0,13.0,5.86,2.17,0.44,0.0,7.0,0.17,20.0,0.0,66.67,57.14,0.0,0.0,14.29,2.06,39.78,25.64,0.0,0.0,0.0,60000.0,316666.6666666667
David Silva,37,La Liga,2020/2021,Midfielder,Real Sociedad,Spain,spain-la-liga-players-2020-to-2021-stats.csv,david-silva-2020/2021,1409.0,21.0,0.0,0.0,11.0,0.45,0.32,0.13,0.14,0.38,0.26,53.37,45.32,1.21,0.96,0.19,0.77,0.83,1.79,3.07,2.05,0.0,0.0,0.7,0.0,0.45,0.0,0.0,0.06,0.35,0.11,1.34,1.53,0.11,0.7,11.31,5.31,1.02,0.51,138.0,17.0,-1.0,8.0,7.15,0.86,0.76,0.0,7.5,0.57,66.67,0.0,84.91,20.0,0.0,0.0,13.33,3.95,46.89,44.44,0.0,0.0,0.0,0.0,3512500.0
David Silva,37,La Liga,2021/2022,Midfielder,Real Sociedad,Spain,spain-la-liga-players-2021-to-2022-stats.csv,david-silva-2021/2022,1734.0,25.0,0.0,0.0,15.0,0.31,0.21,0.1,0.2,0.52,0.31,52.68,46.45,1.45,0.83,0.31,0.52,0.36,2.02,2.28,1.51,0.0,0.0,0.88,0.16,0.62,0.05,0.0,0.16,0.3,0.09,1.3,1.19,0.09,0.78,9.71,5.03,1.45,0.73,171.0,52.0,-1.0,8.0,7.15,1.2,1.12,0.0,8.0,0.4,65.91,0.0,88.18,37.5,0.0,2.0,12.5,3.88,51.87,46.67,0.0,0.0,0.0,0.0,4000000.0
David Silva,38,La Liga,2022/2023,Midfielder,Real Sociedad,Spain,spain-la-liga-players-2022-to-2023-stats.csv,david-silva-2022/2023,1958.0,28.0,0.0,0.0,14.0,0.32,0.23,0.09,0.09,0.97,0.14,51.87,44.56,1.65,0.96,0.6,0.37,0.69,1.61,1.75,0.87,0.0,0.0,0.46,0.09,0.74,0.05,0.0,0.14,0.28,0.1,1.52,1.38,0.1,0.46,8.87,4.5,1.1,0.14,171.0,31.0,-1.0,7.0,7.05,0.71,0.86,0.0,10.5,0.29,50.0,0.0,85.92,61.9,0.0,0.0,9.52,3.5,50.78,15.0,0.0,0.0,0.0,2900000.0,4000000.0
David Simão,33,Liga NOS,2020/2021,Midfielder,Moreirense FC,Portugal,portugal-liga-nos-players-2020-to-2021-stats.csv,david-simao-2020/2021,604.0,16.0,0.0,0.0,1.0,0.3,0.3,0.0,0.0,1.34,0.75,51.47,42.84,2.08,0.6,0.0,0.6,1.79,2.23,1.93,1.04,0.0,0.0,1.64,0.15,0.45,0.15,0.0,0.0,0.34,0.01,2.08,2.98,0.01,0.74,12.35,5.95,0.74,2.23,223.0,21.0,-1.0,14.0,6.31,4.21,0.36,0.0,0.0,0.29,53.85,0.0,83.24,0.0,0.0,0.0,0.0,2.86,48.19,25.42,0.0,0.0,0.0,0.0,275000.0
David Simão,33,Liga NOS,2021/2022,Midfielder,FC Arouca,Portugal,portugal-liga-nos-players-2021-to-2022-stats.csv,david-simao-2021/2022,1132.0,15.0,0.0,0.0,3.0,0.24,0.16,0.08,0.0,1.03,0.48,42.65,35.39,1.75,0.72,0.24,0.48,0.72,1.2,0.96,0.56,0.0,0.0,0.96,0.32,0.56,0.0,0.0,0.08,0.2,0.07,1.59,3.19,0.07,1.12,10.6,5.02,0.88,1.83,166.0,81.0,-1.0,7.0,6.98,4.0,0.73,0.0,9.0,0.4,58.33,0.0,82.99,33.33,0.0,0.0,11.11,4.2,47.37,38.33,0.0,0.0,0.0,0.0,250000.0
David Simão,33,Liga NOS,2022/2023,Midfielder,FC Arouca,Portugal,portugal-liga-nos-players-2022-to-2023-stats.csv,david-simao-2022/2023,2591.0,31.0,0.0,0.0,13.0,0.14,0.14,0.0,0.0,0.9,0.24,54.22,45.61,1.81,0.42,0.1,0.31,1.04,1.11,0.87,0.56,0.0,0.0,1.15,0.45,0.73,0.0,0.0,0.0,0.23,0.01,1.18,1.7,0.01,0.56,8.13,4.1,0.63,1.08,395.0,96.0,-1.0,13.0,7.02,2.68,0.58,0.0,0.0,0.29,64.0,0.0,84.11,25.0,0.0,0.0,0.0,3.81,50.43,37.35,0.0,0.0,0.0,120000.0,250000.0
David Soria,30,La Liga,2020/2021,Goalkeeper,Getafe CF,Spain,spain-la-liga-players-2020-to-2021-stats.csv,david-soria-2020/2021,2520.0,28.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,1.04,0.07,30.0,13.71,0.07,0.0,0.0,0.0,0.04,0.0,0.0,0.0,1.93,3.04,0.07,0.0,0.89,0.0,0.46,0.0,0.03,0.0,0.11,0.0,0.0,0.32,0.64,0.46,0.0,0.0,391.0,400.0,68.0,12.0,6.87,0.0,0.0,1.93,0.0,0.0,0.0,63.53,45.71,0.0,31.0,0.0,0.0,0.46,72.22,0.0,0.0,0.0,0.0,0.0,8333333.333333333
David Soria,30,La Liga,2021/2022,Goalkeeper,Getafe CF,Spain,spain-la-liga-players-2021-to-2022-stats.csv,david-soria-2021/2022,3415.0,38.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,0.98,0.11,28.44,14.47,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.45,3.53,0.03,0.0,1.24,0.0,0.66,0.0,0.03,0.0,0.08,0.03,0.0,0.42,0.53,0.47,0.0,0.0,376.0,373.0,72.0,13.0,6.92,0.0,0.0,2.45,0.0,0.0,0.0,69.4,50.88,0.0,58.0,0.0,0.0,0.47,90.0,0.0,0.0,0.0,0.0,0.0,9000000.0
David Soria,30,La Liga,2022/2023,Goalkeeper,Getafe CF,Spain,spain-la-liga-players-2022-to-2023-stats.csv,david-soria-2022/2023,3420.0,38.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,1.16,0.05,27.08,13.61,0.0,0.0,0.0,0.0,0.05,0.08,0.0,0.0,3.32,4.5,0.03,0.0,0.92,0.0,0.39,0.0,0.03,0.0,0.08,0.03,0.0,0.11,0.26,0.18,0.0,0.0,387.0,389.0,101.0,11.0,6.98,0.0,0.0,3.32,0.0,0.0,0.0,73.68,50.24,0.0,73.0,0.0,0.0,0.18,70.0,0.0,0.0,0.0,0.0,1510000.0,8000000.0
David Tavares,24,Liga NOS,2021/2022,Forward,Famalicão,Portugal,portugal-liga-nos-players-2021-to-2022-stats.csv,david-tavares-2021/2022,444.0,13.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.23,1.01,36.12,30.67,2.62,0.4,0.2,0.2,0.61,0.2,1.21,0.81,0.0,0.0,1.82,0.4,0.4,0.0,0.0,0.0,0.07,0.02,2.42,3.63,0.02,0.4,13.32,6.26,1.21,0.0,390.0,358.0,-1.0,31.0,5.5,0.08,0.46,0.0,0.0,0.08,66.67,0.0,84.92,50.0,0.0,0.0,0.0,2.38,46.97,0.0,0.0,0.0,0.0,0.0,450000.0
David Zima,22,Serie A,2021/2022,Defender,Torino,Czech Republic,italy-serie-a-players-2021-to-2022-stats.csv,david-zima-2021/2022,1309.0,20.0,0.0,0.0,5.0,0.07,0.07,0.0,0.0,0.96,0.21,41.8,35.46,1.38,0.41,0.21,0.21,1.58,0.34,0.48,0.34,0.0,0.0,0.76,0.9,2.82,0.0,0.0,0.07,0.14,0.02,0.34,1.1,0.02,3.1,10.19,5.16,0.34,0.0,303.0,216.0,40.0,16.0,6.43,0.15,0.25,0.0,0.0,0.15,71.43,0.0,84.84,50.0,0.0,0.0,0.0,3.75,50.68,0.0,0.0,0.0,0.0,0.0,6250000.0
David Zima,23,Serie A,2022/2023,Defender,Torino,Czech Republic,italy-serie-a-players-2022-to-2023-stats.csv,david-zima-2022/2023,402.0,9.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.67,0.0,44.33,34.93,1.57,0.9,0.45,0.45,2.01,0.45,0.22,0.22,0.0,0.0,0.22,0.67,2.69,0.0,0.0,0.0,0.1,0.04,0.45,0.9,0.04,3.13,8.96,5.37,0.45,0.0,316.0,321.0,10.0,15.0,6.62,0.0,0.22,0.0,0.0,0.22,100.0,0.0,78.79,50.0,0.0,0.0,0.0,2.67,60.0,0.0,0.0,0.0,0.0,842168.0,5000000.0
David de Gea,32,Premier League,2021/2022,Goalkeeper,Manchester United,Spain,england-premier-league-players-2021-to-2022-stats.csv,david-de-gea-2021/2022,3420.0,38.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,1.39,0.0,20.66,14.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.34,4.84,0.0,0.0,0.58,0.0,0.29,0.0,0.03,0.0,0.03,0.0,0.0,0.21,0.24,0.24,0.0,0.0,350.0,357.0,102.0,19.0,6.89,0.0,0.0,3.34,0.0,0.0,0.0,69.02,68.66,0.0,80.0,0.0,0.0,0.24,100.0,0.0,0.0,0.0,0.0,0.0,15000000.0
David de Gea,33,Premier League,2022/2023,Goalkeeper,Manchester United,Spain,england-premier-league-players-2022-to-2023-stats.csv,david-de-gea-2022/2023,3420.0,38.0,0.0,0.0,17.0,0.0,0.0,0.0,0.0,1.05,0.0,28.87,19.84,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.0,2.66,3.79,0.03,0.0,0.68,0.0,0.29,0.0,0.05,0.0,0.13,0.0,0.0,0.13,0.32,0.26,0.0,0.0,389.0,387.0,36.0,25.0,6.89,0.0,0.0,2.66,0.0,0.0,0.0,70.14,68.73,0.0,68.0,0.0,0.0,0.26,83.33,0.0,0.0,0.0,0.0,22358782.0,10500000.0
Davide Biraschi,29,Serie A,2020/2021,Defender,Genoa,Italy,italy-serie-a-players-2020-to-2021-stats.csv,davide-biraschi-2020/2021,917.0,13.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.26,0.2,43.68,35.16,1.66,0.2,0.0,0.2,2.06,0.0,1.47,0.59,0.0,0.0,0.39,0.29,2.35,0.0,0.0,0.0,0.06,0.0,0.69,1.57,0.0,0.88,8.62,3.82,0.49,0.2,368.0,444.0,183.0,32.0,6.57,1.0,0.38,0.0,0.0,0.15,40.0,0.0,80.49,0.0,0.0,0.0,0.0,3.0,44.32,15.38,0.0,0.0,0.0,0.0,2150000.0
Davide Biraschi,29,Serie A,2021/2022,Defender,Genoa,Italy,italy-serie-a-players-2021-to-2022-stats.csv,davide-biraschi-2021/2022,933.0,14.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,1.83,0.39,39.45,29.13,2.99,0.1,0.0,0.1,1.54,0.29,1.83,1.45,0.0,0.0,0.68,0.87,2.51,0.0,0.0,0.1,0.07,0.0,1.06,1.16,0.0,2.03,11.48,7.52,0.19,0.39,378.0,387.0,168.0,38.0,6.86,1.07,0.14,0.0,0.0,0.07,78.95,0.0,73.84,0.0,0.0,0.0,0.0,5.57,65.55,26.67,0.0,0.0,0.0,0.0,1666666.6666666667
Davide Calabria,26,Serie A,2020/2021,Defender,AC Milan,Italy,italy-serie-a-players-2020-to-2021-stats.csv,davide-calabria-2020/2021,2652.0,32.0,0.0,0.0,14.0,0.1,0.03,0.07,0.06,1.09,0.24,50.48,40.0,3.43,0.58,0.24,0.34,1.26,0.71,1.19,0.68,0.0,0.0,1.15,0.07,2.34,0.03,0.0,0.07,0.13,0.06,1.22,1.05,0.06,0.92,10.41,6.24,0.47,0.54,223.0,263.0,37.0,8.0,7.09,2.16,0.44,0.0,8.5,0.31,57.14,0.0,79.23,41.18,0.0,1.0,11.76,5.75,59.93,23.19,0.0,0.0,0.0,0.0,25000000.0
Davide Calabria,26,Serie A,2021/2022,Defender,AC Milan,Italy,italy-serie-a-players-2021-to-2022-stats.csv,davide-calabria-2021/2022,2124.0,26.0,0.0,0.0,13.0,0.21,0.13,0.08,0.17,0.59,0.08,43.94,33.52,2.63,0.93,0.34,0.59,0.93,0.81,0.85,0.42,0.0,0.0,1.48,0.21,1.27,0.0,0.0,0.04,0.17,0.08,1.19,0.64,0.08,0.42,8.52,4.66,0.25,0.85,195.0,136.0,8.0,12.0,7.04,2.04,0.23,0.0,11.0,0.54,50.0,0.0,76.28,36.36,0.0,0.0,9.09,4.23,54.73,37.74,0.0,0.0,0.0,0.0,25000000.0
Davide Calabria,27,Serie A,2022/2023,Defender,AC Milan,Italy,italy-serie-a-players-2022-to-2023-stats.csv,davide-calabria-2022/2023,1697.0,25.0,0.0,0.0,6.0,0.27,0.21,0.05,0.11,1.17,0.32,56.25,46.43,3.87,0.74,0.11,0.64,1.33,1.01,0.53,0.11,0.0,0.0,1.11,0.37,1.54,0.0,0.0,0.05,0.26,0.05,0.8,0.85,0.05,0.69,8.81,5.47,0.37,0.85,247.0,59.0,94.0,13.0,6.69,1.64,0.28,0.0,14.0,0.48,20.0,0.0,82.55,14.29,0.0,1.0,7.14,4.12,62.05,39.02,0.0,0.0,0.0,3767400.0,18333333.333333332
Davide Faraoni,31,Serie A,2020/2021,Defender,Hellas Verona,Italy,italy-serie-a-players-2020-to-2021-stats.csv,davide-faraoni-2020/2021,2895.0,34.0,0.0,0.0,7.0,0.34,0.22,0.12,0.18,1.12,0.25,36.37,25.99,1.96,0.75,0.31,0.44,1.52,0.72,1.52,0.65,0.0,0.0,0.65,0.28,2.36,0.06,0.0,0.25,0.21,0.1,1.18,1.46,0.1,1.34,9.76,5.13,0.47,0.37,158.0,58.0,41.0,5.0,6.99,1.82,0.44,0.0,6.0,0.41,42.86,0.0,71.45,41.67,0.0,0.0,16.67,4.85,52.55,19.35,0.0,0.0,0.0,0.0,7000000.0
Davide Faraoni,31,Serie A,2021/2022,Defender,Hellas Verona,Italy,italy-serie-a-players-2021-to-2022-stats.csv,davide-faraoni-2021/2022,2582.0,32.0,0.0,0.0,4.0,0.35,0.21,0.14,0.0,1.39,0.28,34.56,23.57,2.13,0.91,0.31,0.59,0.8,0.73,1.39,0.42,0.0,0.0,1.15,0.17,1.85,0.1,0.0,0.17,0.2,0.12,1.19,0.94,0.12,1.57,10.5,5.3,0.49,0.73,146.0,56.0,100.0,4.0,6.87,2.56,0.44,0.0,6.5,0.53,30.0,0.0,68.21,34.62,0.0,0.0,15.38,4.75,50.5,25.61,0.0,0.0,0.0,0.0,4250000.0
Davide Faraoni,32,Serie A,2022/2023,Defender,Hellas Verona,Italy,italy-serie-a-players-2022-to-2023-stats.csv,davide-faraoni-2022/2023,1563.0,24.0,0.0,0.0,4.0,0.35,0.17,0.17,0.34,1.73,0.52,25.22,16.92,1.99,0.78,0.3,0.48,0.84,0.66,1.02,0.42,0.0,0.0,1.51,0.66,2.05,0.06,0.0,0.24,0.16,0.1,0.66,1.26,0.1,0.9,8.67,3.97,0.12,0.6,116.0,85.0,179.0,4.0,6.73,1.65,0.09,0.0,6.5,0.35,41.18,0.0,67.06,38.46,0.0,0.0,15.38,2.87,45.83,26.32,0.0,0.0,0.0,1016600.0,2500000.0
Davide Frattesi,24,Serie A,2021/2022,Midfielder,Sassuolo,Italy,italy-serie-a-players-2021-to-2022-stats.csv,davide-frattesi-2021/2022,2885.0,36.0,0.0,0.0,3.0,0.22,0.09,0.12,0.18,1.56,0.19,38.19,31.98,1.44,1.69,0.62,1.06,0.91,0.94,2.0,1.31,0.0,0.0,0.81,0.37,1.81,0.09,0.0,0.0,0.16,0.14,1.78,1.41,0.14,0.81,9.99,5.34,0.69,0.09,160.0,188.0,-1.0,5.0,6.99,0.39,0.61,0.0,13.5,0.94,65.62,0.0,83.73,37.04,0.0,2.0,7.41,4.75,53.44,21.43,0.0,0.0,0.0,0.0,20666666.666666668
Davide Frattesi,24,Serie A,2022/2023,Midfielder,Sassuolo,Italy,italy-serie-a-players-2022-to-2023-stats.csv,davide-frattesi-2022/2023,2892.0,36.0,0.0,0.0,9.0,0.22,0.0,0.22,0.18,1.34,0.12,30.77,24.83,1.77,1.49,0.75,0.75,0.47,0.9,1.74,0.96,0.0,0.0,0.56,0.19,1.18,0.06,0.0,0.0,0.1,0.19,1.74,1.18,0.19,0.75,9.99,5.23,1.46,0.09,82.0,284.0,-1.0,3.0,6.87,0.56,1.31,0.0,6.86,0.67,55.36,0.0,80.69,50.0,0.0,0.0,14.58,4.67,52.34,15.0,0.0,0.0,0.0,1451754.0,28333333.333333332
Davide Santon,32,Serie A,2020/2021,Defender,Roma,Italy,italy-serie-a-players-2020-to-2021-stats.csv,davide-santon-2020/2021,587.0,10.0,0.0,0.0,3.0,0.15,0.15,0.0,0.0,1.69,0.46,35.26,32.04,0.61,0.46,0.0,0.46,0.61,0.77,1.53,1.07,0.0,0.0,0.31,0.0,1.23,0.0,0.0,0.15,0.19,0.01,0.46,1.69,0.01,0.61,6.13,2.76,0.31,0.46,440.0,112.0,140.0,29.0,6.57,1.6,0.2,0.0,0.0,0.3,70.0,0.0,90.87,0.0,0.0,0.0,0.0,1.8,45.0,18.75,0.0,0.0,0.0,0.0,1450000.0
Davide Zappacosta,31,Serie A,2020/2021,Defender,Genoa,Italy,italy-serie-a-players-2020-to-2021-stats.csv,davide-zappacosta-2020/2021,2048.0,25.0,0.0,0.0,8.0,0.26,0.09,0.18,0.09,1.32,0.13,35.17,29.41,1.45,1.1,0.57,0.53,0.79,0.53,3.39,1.41,0.0,0.0,0.62,0.04,1.63,0.04,0.0,0.22,0.14,0.15,0.84,1.01,0.15,0.66,9.36,4.31,0.97,0.66,122.0,182.0,72.0,5.0,6.8,3.32,0.88,0.0,6.25,0.48,41.56,0.0,83.62,52.0,0.0,0.0,16.0,3.92,46.01,18.07,0.0,0.0,0.0,0.0,9000000.0
Davide Zappacosta,31,Serie A,2021/2022,Defender,Atalanta,Italy,italy-serie-a-players-2021-to-2022-stats.csv,davide-zappacosta-2021/2022,2358.0,34.0,0.0,0.0,8.0,0.23,0.19,0.04,0.0,1.34,0.23,45.86,39.48,1.22,0.73,0.19,0.54,0.46,1.3,1.99,0.92,0.0,0.0,0.69,0.08,0.69,0.0,0.0,0.27,0.25,0.05,1.18,1.18,0.05,0.23,7.76,3.52,0.88,0.8,251.0,72.0,91.0,16.0,6.71,2.59,0.68,0.0,19.0,0.41,46.15,0.0,86.08,26.32,0.0,2.0,5.26,2.71,45.32,23.86,0.0,0.0,0.0,0.0,8000000.0
Davide Zappacosta,31,Serie A,2022/2023,Defender,Atalanta,Italy,italy-serie-a-players-2022-to-2023-stats.csv,davide-zappacosta-2022/2023,1478.0,21.0,0.0,0.0,2.0,0.37,0.12,0.24,0.24,1.22,0.24,41.16,35.68,2.07,1.16,0.61,0.55,0.55,0.91,2.92,0.91,0.0,0.0,0.37,0.12,0.85,0.12,0.0,0.12,0.18,0.19,0.79,1.1,0.19,0.12,8.65,3.9,0.85,0.79,71.0,128.0,106.0,5.0,6.94,2.76,0.67,0.0,4.75,0.43,31.25,0.0,86.69,52.63,0.0,0.0,21.05,3.05,45.07,22.41,0.0,0.0,0.0,1794000.0,6500000.0
Davie Selke,28,Bundesliga,2021/2022,Forward,Hertha BSC,Germany,germany-bundesliga-players-2021-to-2022-stats.csv,davie-selke-2021/2022,996.0,25.0,1.0,0.0,6.0,0.36,0.0,0.36,0.0,2.08,0.09,19.86,12.01,0.45,1.9,0.9,0.99,0.09,0.63,0.72,0.18,0.0,0.0,0.18,0.09,0.9,0.0,0.0,0.45,0.05,0.23,1.9,2.8,0.3,5.24,17.6,7.76,1.08,0.09,45.0,365.0,-1.0,4.0,6.69,0.24,0.48,0.0,5.25,0.44,25.0,0.0,60.45,47.62,0.0,0.0,19.05,3.44,44.1,16.67,0.0,0.0,0.0,0.0,1800000.0
Davie Selke,29,Bundesliga,2022/2023,Forward,Köln,Germany,germany-bundesliga-players-2022-to-2023-stats.csv,davie-selke-2022/2023,1151.0,30.0,1.0,0.0,5.0,0.55,0.08,0.47,0.66,1.72,0.23,20.49,12.2,0.16,2.19,1.49,0.7,0.08,1.02,1.09,0.39,0.0,0.0,0.39,0.16,1.25,0.0,0.0,0.55,0.11,0.31,1.41,1.72,0.37,6.72,17.98,8.68,0.94,0.0,22.0,174.0,-1.0,2.0,6.6,0.27,0.4,0.0,4.67,0.3,35.71,0.0,59.54,67.86,0.0,1.0,21.43,3.7,48.26,0.0,0.0,1.0,0.0,2563118.0,3166666.6666666665
Davinson Sánchez,27,Premier League,2021/2022,Defender,Tottenham Hotspur,Colombia,england-premier-league-players-2021-to-2022-stats.csv,davinson-sanchez-2021/2022,1625.0,23.0,0.0,0.0,12.0,0.11,0.0,0.11,0.14,0.83,0.22,61.37,53.87,2.24,0.6,0.16,0.44,1.7,0.27,0.33,0.22,0.0,0.0,0.49,0.88,2.96,0.0,0.0,0.05,0.11,0.09,0.6,0.88,0.09,2.57,9.09,5.53,0.11,0.05,166.0,395.0,28.0,5.0,6.78,0.09,0.09,0.0,5.5,0.35,66.67,0.0,87.78,27.27,0.0,0.0,18.18,4.39,60.84,50.0,0.0,0.0,0.0,0.0,26500000.0
Davinson Sánchez,27,Premier League,2022/2023,Defender,Tottenham Hotspur,Colombia,england-premier-league-players-2022-to-2023-stats.csv,davinson-sanchez-2022/2023,852.0,18.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,1.69,0.11,62.04,54.02,2.64,0.63,0.21,0.42,1.27,0.21,0.53,0.21,0.0,0.0,0.42,1.06,4.22,0.11,0.0,0.11,0.12,0.02,0.42,0.74,0.02,2.85,9.5,6.12,0.21,0.11,338.0,341.0,143.0,22.0,6.75,0.11,0.11,0.0,0.0,0.22,40.0,0.0,87.07,33.33,0.0,0.0,0.0,3.22,64.44,50.0,0.0,0.0,0.0,3878579.0,16250000.0
